Account: UC - Berkeley,,,,,,,
User: Sam,,,,,,,
Generated On: 02/24/2026,,,,,,,
For Time Period: January 1  2023 - January 1  2024,,,,,,,
Filters: ,,,,,,,
Streams: All,,,,,,,
Groups: All,,,,,,,
Ordered Route: All,,,,,,,
,,,,,,,
,,,,,,,
Serial,Description,Capacity,Stream Type,Reason,Fullness Level at Collection,Collection Time,Note
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,4/11/2023 14:13,-
1503628,E28 Library/Campanile Way,Smart Max,Waste,Fullness,60%,4/11/2023 14:15,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,4/11/2023 14:40,-
1503621,E19 South Path Drive,Smart Max,Waste,Fullness,80%,4/11/2023 14:48,-
1515697,E13 Stanley Hall,Smart Max,Waste,Fullness,80%,4/11/2023 14:52,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,60%,4/11/2023 14:57,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,4/11/2023 15:03,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,4/11/2023 15:23,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,4/11/2023 15:29,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,60%,4/11/2023 15:34,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,60%,4/11/2023 15:35,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,80%,4/11/2023 15:48,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,80%,4/11/2023 15:51,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,4/12/2023 6:23,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,4/12/2023 6:34,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,60%,4/12/2023 6:36,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,4/12/2023 6:40,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,4/12/2023 6:43,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,4/12/2023 6:51,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Not Ready,40%,4/12/2023 6:54,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,4/12/2023 6:57,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,60%,4/12/2023 7:00,-
1516541,E31 South Hall Rd. Near Clock Tower,Smart Max,Compostables,Fullness,60%,4/12/2023 7:01,-
1514005,U25 Anthropology and Art Practice (Compost),Smart Max,Compostables,Fullness,60%,4/12/2023 7:15,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,40%,4/12/2023 7:18,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,4/12/2023 7:25,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,40%,4/12/2023 7:25,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,4/12/2023 7:35,-
1520914,Stadium Gate 3,Smart Max,Waste,Not Ready,20%,4/12/2023 7:39,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Not Ready,0%,4/12/2023 7:39,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,4/12/2023 7:44,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Not Ready,40%,4/12/2023 7:59,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Not Ready,40%,4/12/2023 8:02,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,60%,4/12/2023 8:08,-
1516547,E31 South Hall Rd. Near Clock Tower,Smart Max,Waste,Fullness,60%,4/12/2023 8:26,-
1503625,E14 Physics,Smart Max,Waste,Fullness,100%,4/12/2023 8:36,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,80%,4/12/2023 8:44,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,80%,4/12/2023 8:50,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,60%,4/12/2023 12:05,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Fullness,100%,4/12/2023 12:08,-
1516556,U28 Wheeler,Smart Max,Waste,Fullness,60%,4/12/2023 12:16,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,80%,4/12/2023 12:16,-
1515775,U18 Dwinelle Walkway,Smart Max,Bottles/Cans,Fullness,80%,4/12/2023 12:18,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,4/12/2023 12:21,-
1515734,U19 Wheeler Walkway,Smart Max,Bottles/Cans,Fullness,80%,4/12/2023 12:21,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,80%,4/12/2023 12:22,-
1515727,E16 Campanile,Smart Max,Bottles/Cans,Fullness,60%,4/12/2023 12:28,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,100%,4/12/2023 12:30,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,4/12/2023 12:31,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Not Ready,40%,4/12/2023 12:32,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,80%,4/12/2023 12:34,-
1515764,E29 Campanile East,Smart Max,Bottles/Cans,Fullness,80%,4/12/2023 12:35,-
1516542,E27 Coffee Lab,Smart Max,Compostables,Fullness,60%,4/12/2023 12:43,-
1516537,U30 Birge Path,Smart Max,Compostables,Fullness,60%,4/12/2023 12:48,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Fullness,80%,4/12/2023 12:56,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,4/12/2023 13:00,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,100%,4/12/2023 13:08,-
1520916,E30 Soda Hall NW,Smart Max,Waste,Not Ready,40%,4/12/2023 13:10,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Fullness,80%,4/12/2023 13:21,-
1515688,W01 Lower Crescent,Smart Max,Compostables,Not Ready,0%,4/12/2023 13:24,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,4/12/2023 13:27,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Fullness,60%,4/12/2023 15:18,-
1515684,E13 Stanley Hall,Smart Max,Compostables,Fullness,60%,4/12/2023 15:23,-
1515748,E12 Evans Hall Bus Stop,Smart Max,Compostables,Fullness,60%,4/12/2023 15:25,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,80%,4/12/2023 15:31,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,4/12/2023 15:38,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,60%,4/12/2023 15:40,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,4/13/2023 6:25,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,4/13/2023 6:29,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,4/13/2023 6:31,-
2503769,U03 Grade Street,Smart Max,Waste,Fullness,60%,4/13/2023 6:45,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,60%,4/13/2023 6:46,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Not Ready,40%,4/13/2023 6:49,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,60%,4/13/2023 6:49,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,80%,4/13/2023 6:52,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,4/13/2023 6:52,-
2503763,U03 Grade Street,Smart Max,Compostables,Fullness,80%,4/13/2023 6:54,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,4/13/2023 6:55,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,80%,4/13/2023 7:02,-
1520911,Stadium Gate 4,Smart Max,Waste,Not Ready,20%,4/13/2023 7:18,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Not Ready,0%,4/13/2023 7:18,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Not Ready,40%,4/13/2023 7:25,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,60%,4/13/2023 7:37,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,80%,4/13/2023 7:45,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,60%,4/13/2023 7:53,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,60%,4/13/2023 8:05,-
1520912,E30 Tan Hall North Side,Smart Max,Compostables,Fullness,60%,4/13/2023 8:09,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,4/13/2023 8:15,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Not Ready,0%,4/13/2023 8:16,-
2503764,U21 Social Sciences Building,Smart Max,Compostables,Fullness,40%,4/13/2023 8:17,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Not Ready,60%,4/13/2023 8:20,-
2503760,U26 A&E Sproul,Smart Max,Compostables,Fullness,60%,4/13/2023 8:21,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,60%,4/13/2023 8:22,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,80%,4/13/2023 8:25,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,4/13/2023 8:28,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,80%,4/13/2023 8:36,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,60%,4/13/2023 8:40,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,100%,4/13/2023 8:41,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,80%,4/13/2023 8:49,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Not Ready,40%,4/13/2023 8:49,-
1515741,E12 Evans Hall Bus Stop,Smart Max,Waste,Fullness,60%,4/13/2023 8:54,-
1516538,U28 Wheeler,Smart Max,Compostables,Not Ready,40%,4/13/2023 8:55,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,100%,4/13/2023 8:58,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,80%,4/13/2023 8:59,-
1503623,E17 Tan/Campbell,Smart Max,Waste,Fullness,60%,4/13/2023 9:04,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,80%,4/13/2023 9:08,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,80%,4/13/2023 9:08,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,80%,4/13/2023 9:12,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,60%,4/13/2023 9:16,-
1516552,West Circle,Smart Max,Waste,Fullness,80%,4/13/2023 9:30,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,80%,4/13/2023 9:46,-
1516548,W17 Mulford Hall,Smart Max,Waste,Fullness,60%,4/13/2023 9:48,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,4/13/2023 9:51,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,80%,4/13/2023 9:57,-
1515695,E15 Bancroft Library,Smart Max,Waste,Fullness,100%,4/13/2023 10:00,-
1515668,E25 Cronk Gate,Smart Max,Waste,Fullness,80%,4/13/2023 10:07,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,60%,4/13/2023 10:14,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,4/13/2023 10:17,-
1515676,E08 Cory Hall,Smart Max,Waste,Fullness,80%,4/13/2023 10:22,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:13,-
1515736,W12 VLSB/Campanile Way,Smart Max,Bottles/Cans,Fullness,60%,4/13/2023 12:16,-
1515778,U15 Sather Gate,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:18,-
1515777,U14 Sproul Hall Steps,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:20,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:23,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Not Ready,40%,4/13/2023 12:23,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Not Ready,0%,4/13/2023 12:28,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:32,-
1515740,U04 Zellerbach,Smart Max,Bottles/Cans,Fullness,100%,4/13/2023 12:35,-
1515773,U07 Cal Book Store,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:42,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 12:42,-
1516531,W17 Mulford Hall,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:00,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:02,-
1503638,W08 University Drive,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:06,-
1515765,E02 North Entrance Memorial Glade,Smart Max,Bottles/Cans,Fullness,100%,4/13/2023 13:07,-
1515763,E01 California Hall,Smart Max,Bottles/Cans,Fullness,60%,4/13/2023 13:11,-
1515760,E23 Glade Path,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:14,-
1515723,E13 Stanley Hall,Smart Max,Bottles/Cans,Fullness,60%,4/13/2023 13:16,-
1515771,E12 Evans Hall Bus Stop,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:18,-
2503774,E18 Latimer Courtyard,Smart Max,Bottles/Cans,Fullness,100%,4/13/2023 13:21,-
1516528,E31 South Hall Rd. Near Clock Tower,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:24,-
1516527,U28 Wheeler,Smart Max,Bottles/Cans,Fullness,60%,4/13/2023 13:27,-
1503639,E22 May Morrison Hall,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 13:57,-
1514019,U25 Anthropology and Art Practice (B/C),Smart Max,Bottles/Cans,Fullness,100%,4/13/2023 13:59,-
1520909,U23 Law Building west of Heyman Terrace,Smart Max,Bottles/Cans,Fullness,100%,4/13/2023 14:02,-
1515729,E25 Cronk Gate,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 14:10,-
1503642,E14 Physics,Smart Max,Bottles/Cans,Fullness,60%,4/13/2023 14:15,-
1515776,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 14:22,-
1520908,E26  Bechtel West Side,Smart Max,Bottles/Cans,Fullness,80%,4/13/2023 14:25,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,60%,4/13/2023 14:53,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,100%,4/13/2023 14:58,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,80%,4/13/2023 15:12,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,4/13/2023 15:17,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,4/13/2023 15:29,-
1515692,U15 Sather Gate,Smart Max,Waste,Not Ready,40%,4/13/2023 15:41,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,4/13/2023 15:43,-
1515744,U13 Bancroft Way,Smart Max,Waste,Not Ready,0%,4/13/2023 15:48,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,100%,4/13/2023 16:00,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,100%,4/13/2023 16:02,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,100%,4/14/2023 6:05,-
1515670,W01 Lower Crescent,Smart Max,Waste,Fullness,80%,4/14/2023 6:05,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,4/14/2023 6:15,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,4/14/2023 6:19,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,4/14/2023 6:22,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,60%,4/14/2023 6:24,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Not Ready,0%,4/14/2023 6:25,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,4/14/2023 6:30,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,60%,4/14/2023 6:33,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Fullness,60%,4/14/2023 6:35,-
1515675,U27 Anthony Hall,Smart Max,Waste,Fullness,80%,4/14/2023 6:36,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,80%,4/14/2023 6:37,-
1514007,E21 Cafe Think,Smart Max,Compostables,Fullness,60%,4/14/2023 6:38,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,4/14/2023 6:39,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,4/14/2023 6:40,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,80%,4/14/2023 6:44,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Not Ready,40%,4/14/2023 6:45,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Not Ready,20%,4/14/2023 6:47,-
1520923,E30 Soda Hall NW,Smart Max,Compostables,Not Ready,0%,4/14/2023 6:49,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Fullness,60%,4/14/2023 6:49,-
1515756,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Compostables,Fullness,60%,4/14/2023 6:54,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,80%,4/14/2023 6:55,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,60%,4/14/2023 6:55,-
2503762,E18 Latimer Courtyard,Smart Max,Compostables,Fullness,80%,4/14/2023 7:01,-
1503641,E19 South Path Drive,Smart Max,Compostables,Fullness,60%,4/14/2023 7:05,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Fullness,80%,4/14/2023 7:14,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,60%,4/14/2023 7:18,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,80%,4/14/2023 7:19,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,4/14/2023 7:20,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,4/14/2023 7:32,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,60%,4/14/2023 7:36,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,80%,4/14/2023 7:42,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,4/14/2023 7:48,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,80%,4/14/2023 7:52,-
1515787,E01 California Hall,Smart Max,Compostables,Fullness,60%,4/14/2023 7:57,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,4/14/2023 7:58,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,4/14/2023 8:01,-
1516530,U33 Spieker Plaza,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 8:25,-
1515721,U02 Spieker Plaza Center,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 8:27,-
2503773,U03 Grade Street,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 8:31,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,4/14/2023 8:32,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,60%,4/14/2023 8:35,-
1515772,U06 Bear's Lair,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 8:40,-
1514013,W11 Moffitt Library @ Press,Smart Max,Bottles/Cans,Fullness,60%,4/14/2023 8:42,-
1515727,E16 Campanile,Smart Max,Bottles/Cans,Fullness,60%,4/14/2023 8:50,-
1515720,"U24 Rice & Bones, Wurster",Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 8:58,-
1514020,E21 Cafe Think,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 9:08,-
1514015,E24 Chiet Hall,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 9:13,-
2503772,W06 West Circle,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 9:34,-
2503770,U26 A&E Sproul,Smart Max,Bottles/Cans,Fullness,100%,4/14/2023 9:43,-
1515735,U20 Sproul Hall UCPD,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 9:45,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 9:58,-
1515733,E08 Cory Hall,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 10:05,-
1515766,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 10:14,-
1516537,U30 Birge Path,Smart Max,Compostables,Not Ready,40%,4/14/2023 10:40,-
1516533,W15 Koshland,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 10:43,-
1515687,U20 Sproul Hall UCPD,Smart Max,Compostables,Fullness,60%,4/14/2023 10:45,-
1514016,W05 Brown’s Cafe,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 10:46,-
1515737,W03 Li Ka Shing Hall,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 10:47,-
1515691,E25 Cronk Gate,Smart Max,Compostables,Not Ready,20%,4/14/2023 12:27,-
1516535,West Circle,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 12:33,-
1516529,E27 Coffee Lab,Smart Max,Bottles/Cans,Fullness,80%,4/14/2023 12:43,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Not Ready,40%,4/14/2023 12:54,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,4/14/2023 13:02,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,4/14/2023 13:07,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,80%,4/14/2023 13:11,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,4/14/2023 13:15,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,4/14/2023 13:19,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,100%,4/14/2023 13:23,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,4/14/2023 13:28,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,4/14/2023 13:42,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,60%,4/14/2023 13:53,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,80%,4/14/2023 13:56,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,60%,4/14/2023 14:05,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,80%,4/14/2023 14:14,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,4/14/2023 14:19,-
1503625,E14 Physics,Smart Max,Waste,Fullness,60%,4/14/2023 14:24,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,60%,4/14/2023 14:30,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,4/14/2023 14:36,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,60%,4/14/2023 14:45,-
1516538,U28 Wheeler,Smart Max,Compostables,Fullness,60%,4/14/2023 15:28,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,4/14/2023 15:42,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,4/14/2023 15:46,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,80%,4/14/2023 16:07,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,4/14/2023 16:21,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,4/14/2023 16:31,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,80%,4/14/2023 16:34,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Not Ready,0%,4/15/2023 6:16,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,4/15/2023 6:21,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,4/15/2023 6:31,-
1516545,U32 HFA / Hearst Gym - West Side,Smart Max,Compostables,Fullness,60%,4/15/2023 6:36,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,100%,4/15/2023 6:40,-
1516537,U30 Birge Path,Smart Max,Compostables,Not Ready,0%,4/15/2023 6:44,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Fullness,80%,4/15/2023 6:45,-
1515692,U15 Sather Gate,Smart Max,Waste,Not Ready,0%,4/15/2023 6:47,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,80%,4/15/2023 6:51,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,100%,4/15/2023 6:52,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,4/15/2023 6:54,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,4/15/2023 6:59,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,60%,4/15/2023 7:04,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,60%,4/15/2023 7:04,-
1515789,E15 Bancroft Library,Smart Max,Compostables,Fullness,60%,4/15/2023 7:06,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,60%,4/15/2023 7:08,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,60%,4/15/2023 7:14,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Not Ready,20%,4/15/2023 7:18,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Not Ready,40%,4/15/2023 7:21,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,100%,4/15/2023 7:24,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,60%,4/15/2023 7:29,-
1516539,W15 Koshland,Smart Max,Compostables,Not Ready,20%,4/15/2023 7:37,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,4/15/2023 7:40,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Not Ready,40%,4/15/2023 7:41,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,100%,4/15/2023 7:43,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,60%,4/15/2023 7:45,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,60%,4/15/2023 7:48,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,80%,4/15/2023 7:50,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,60%,4/15/2023 7:56,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,0%,4/15/2023 7:57,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,80%,4/15/2023 7:58,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,4/15/2023 8:02,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Not Ready,40%,4/15/2023 8:03,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,4/15/2023 8:05,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,80%,4/15/2023 8:15,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,60%,4/15/2023 8:40,-
